formatted_address,name,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,rating,opening_hours.open_now,adelaide?,south_australia?,australia?,sa?,big_list_name
"Shop 7/65 James St, Fortitude Valley QLD 4006, Australia",assembly label - fortitude valley store,-27.4576048,153.0406499,-27.45617307010728,153.0420815298927,-27.45887272989272,153.0393818701073,4.5,True,-1,-1,47,-1,assembly climate capital
"13650 Roosevelt Rd, Monroe, WA 98272, United States",tractor supply co.,47.873481,-122.0090838,47.87515247989272,-122.0076296701072,47.87245282010728,-122.0103293298927,4.4,True,-1,-1,-1,-1,the adelaide electricity supply co
"1408 NE 40th St, Seattle, WA 98105, United States",cafÃ£Â© happy,47.6554564,-122.3129839,47.65675047989272,-122.3116330201073,47.65405082010728,-122.3143326798928,4.0,True,-1,-1,-1,-1,cathay
"12501 120th Ave NE, Kirkland, WA 98034, United States",whole foods market,47.7115452,-122.1800404,47.71277217989272,-122.1783259201073,47.71007252010727,-122.1810255798927,4.1,True,-1,-1,-1,-1,coles kmart
"105 Stuart St, Mullumbimby NSW 2482, Australia",seabin project,-28.5542168,153.5004452,-28.55289392010728,153.5019018798927,-28.55559357989272,153.4992022201073,0.0,True,-1,-1,37,-1,seabin project
"level 7/175 Macquarie St, Sydney NSW 2000, Australia",alberts,-33.8663699,151.2122022,-33.86503402010728,151.2136765298928,-33.86773367989272,151.2109768701073,0.0,,-1,-1,43,-1,liberty s
"3946 W Stevens Way NE, Seattle, WA 98105, United States",clean energy institute,47.6544628,-122.3101261,47.65581162989272,-122.3089147201073,47.65311197010728,-122.3116143798927,,,-1,-1,-1,-1,monash energy institute
"BC, Level 7, 221 Burwood Hwy, Burwood VIC 3125, Australia",arc research hub for digital enhanced living,-37.8467735,145.115108,-37.84554662010728,145.1165551298927,-37.84824627989272,145.1138554701073,0.0,,-1,-1,48,-1,asia research and capital management
"17845 Garden Way NE APT 11, Woodinville, WA 98072, United States",petsmart,47.756405,-122.1569356,47.75773527989272,-122.1554405201073,47.75503562010727,-122.1581401798927,4.2,True,-1,-1,-1,-1,peta
"The Commons QV, 3 Albert Coates Ln, Melbourne VIC 3000, Australia",the creative co-operative,-37.8110732,144.9647043,-37.80971012010728,144.9660667298928,-37.81240977989273,144.9633670701073,5.0,True,-1,-1,56,-1,the creative co operative
"4 Cornwallis St, Eveleigh NSW 2015, Australia",telemattica,-33.8940367,151.1971736,-33.89307542010728,151.1983686798927,-33.89577507989272,151.1956690201073,0.0,True,-1,-1,36,-1,telemattica
"National Innovation Center, 4 Cornwallis St, Eveleigh NSW 2015, Australia",xefco pty ltd,-33.8940891,151.197222,-33.89310162010728,151.1983928798927,-33.89580127989273,151.1956932201073,0.0,True,-1,-1,64,-1,mcl pty ltd
"397 Brunswick St, Fitzroy VIC 3065, Australia",pearlii,-37.7952245,144.9786736,-37.79392427010728,144.9799843798927,-37.79662392989272,144.9772847201073,4.8,True,-1,-1,36,-1,paris
"Level 1/700 Swanston St, Carlton VIC 3053, Australia",umps health,-37.7999514,144.9643159,-37.79856867010728,144.9655789298928,-37.80126832989272,144.9628792701073,4.7,True,-1,-1,43,-1,umps health
"1500 W Georgia St Suite 1300, Vancouver, BC V6G 2Z6, Canada",telus,49.2900322,-123.1306911,49.29132397989272,-123.1294297701073,49.28862432010728,-123.1321294298927,0.0,,-1,-1,-1,-1,telsa
"43903 Industrial Way, Chilliwack, BC V2R 4L2, Canada",4k ventures inc.,49.1468022,-122.0108084,49.14789692989272,-122.0098121,49.14519727010727,-122.0137973,0.0,,-1,-1,-1,-1,h ventures
"270 Pitt St, Sydney NSW 2000, Australia",australian government department of defence,-33.8737363,151.2084001,-33.87237402010728,151.2095839298927,-33.87507367989272,151.2068842701073,3.5,,-1,-1,30,-1,the australian government department of health
"Level 6/2 Kavanagh St, Southbank VIC 3006, Australia",the australian ballet,-37.8219683,144.9673189,-37.82083782010728,144.9687939798927,-37.82353747989272,144.9660943201073,4.6,,-1,-1,43,-1,the australian ballet
"13950 NE 178th Pl Ste. 100, Woodinville, WA 98072, United States",target,47.7588196,-122.154047,47.75993747989272,-122.1527894201073,47.75723782010728,-122.1554890798927,4.0,True,-1,-1,-1,-1,stuart
"10/17-19 Bridge St, Sydney NSW 2000, Australia",side stage ventures,-33.8637973,151.2085619,-33.86236372010728,151.2100029798927,-33.86506337989272,151.2073033201073,0.0,,-1,-1,37,-1,side stage ventures
"51 Wangaratta St, Richmond VIC 3121, Australia",unified music group,-37.8244918,144.9924574,-37.82313967010727,144.9937882798927,-37.82583932989272,144.9910886201073,3.6,True,-1,-1,37,-1,unified music group
"525 NE Northgate Way Ste 5, Seattle, WA 98125, United States",total wine & more,47.70841,-122.3214052,47.70962487989272,-122.3204049701073,47.70692522010728,-122.3231046298927,4.6,True,-1,-1,-1,-1,total eren
"2820 E Cherry St, Seattle, WA 98122, United States",ywca phillis wheatley branch,47.6081714,-122.2953191,47.60945412989272,-122.2939669201073,47.60675447010728,-122.2966665798927,4.5,True,-1,-1,-1,-1,catholic health australia
"3 Treasury Pl, East Melbourne VIC 3002, Australia",victorian public sector commission,-37.8126516,144.9769397,-37.81136102010728,144.9783170298927,-37.81406067989272,144.9756173701073,1.7,True,-1,-1,40,-1,australian electoral commission
"1302 Market St, Kirkland, WA 98033, United States","travis stewart re, windermere real estate",47.6856551,-122.2094125,47.68700172989272,-122.2082231201073,47.68430207010727,-122.2109227798927,5.0,True,-1,-1,-1,-1,treasury wine estates
"3 Albert Coates Ln, Melbourne VIC 3000, Australia",youli - group travel management platform,-37.8110732,144.9647043,-37.80971012010728,144.9660667298928,-37.81240977989273,144.9633670701073,5.0,True,-1,-1,40,-1,rural funds management board
"Percydale VIC 3478, Australia",unyoke,-37.0699444,143.4060833,-37.06859337010728,143.4074035298927,-37.07129302989272,143.4047038701073,5.0,,-1,-1,20,-1,unyoked
"NordbergstraÃÂe 6, 1090 Wien, Austria",dr. antje schebesta,48.22661,16.3621,48.22794642989272,16.36338962989272,48.22524677010728,16.36068997010728,3.4,False,-1,-1,-1,-1,schebesta
"710 Collins St, Docklands VIC 3008, Australia",startmate,-37.8199117,144.9503923,-37.81853067010727,144.9518550798927,-37.82123032989271,144.9491554201073,0.0,,-1,-1,36,-1,startmate
"138 Central Way Ste C138, Kirkland, WA 98033, United States",hayk tadevosyan - state farm insurance agent,47.6769283,-122.2063726,47.67822567989273,-122.2050446701073,47.67552602010728,-122.2077443298927,5.0,True,-1,-1,-1,-1,black swan state theatre company s
"8727 Lanyard Ct, Rancho Cucamonga, CA 91730, United States",sunpower by solar vast,34.0954368,-117.6159589,34.09678987989272,-117.6147623201072,34.09409022010728,-117.6174619798927,3.5,True,-1,-1,-1,-1,new energy solar s
"2100 NE 140th St, Edmond, OK 73013, United States",tealridge independent living,35.6120526,-97.4758675,35.61349782989272,-97.47451207010728,35.61079817010728,-97.47721172989272,4.2,True,-1,-1,-1,-1,the independent climate council
"4458 University Way NE, Seattle, WA 98105, United States",university state bank,47.661379,-122.3129982,47.66272872989272,-122.3117221201072,47.66002907010728,-122.3144217798927,0.0,,-1,-1,-1,-1,university of sa
"East Terrace, Adelaide SA 5000, Australia",the adelaide electric supply company,-34.9244254,138.6108322,-34.92303052010728,138.6122934298927,-34.92573017989272,138.6095937701073,0.0,,14,-1,32,23,the adelaide electricity supply co
"Chancery Ln, Adelaide SA 5000, Australia",the adelaide electric supply co ltd,-34.9290099,138.6034609,-34.92766247010728,138.6047812298927,-34.93036212989272,138.6020815701073,0.0,,13,-1,31,22,the adelaide electricity supply co
"410 2nd Ave Ext S, Seattle, WA 98104, United States",chief seattle club,47.6012206,-122.3310925,47.60254632989272,-122.3299364701073,47.59984667010728,-122.3326361298927,4.5,False,-1,-1,-1,-1,the space club
"Western Australia, Australia",western australia,-27.6728168,121.6283098,-13.6894919,129.0018535,-35.1348459,112.9211138,,,-1,-1,8,-1,western australia
"C9FJ+X25, Richard C. Stoutt Building Road Town Tortola, Road Town, British Virgin Islands",house of assembly of the virgin islands,18.4248911,-64.61989489999999,18.42615757989272,-64.61862142010727,18.42345792010728,-64.62132107989272,5.0,False,-1,-1,-1,-1,the house of assembly
"600 4th Ave #2, Seattle, WA 98104, United States",seattle legislative department,47.603828,-122.330056,47.60506237989271,-122.3289934201073,47.60236272010727,-122.3316930798927,0.0,,-1,-1,-1,-1,the state department
"2939 Richardson Rd, Richland, WA 99354, United States",westinghouse richland services center,46.3369265,-119.2691244,46.33826057989272,-119.2677503201073,46.33556092010728,-119.2704499798927,3.0,True,-1,-1,-1,-1,the health and human services department
"6 Hassall St, Parramatta NSW 2150, Australia",western sydney university international college,-33.817824,151.007681,-33.81661572010728,151.0090667298927,-33.81931537989273,151.0063670701073,3.8,True,-1,-1,35,5,western sydney university s
"Second Ave & O'Connell Street Building Z, Z.G.62 Western Sydney University Kingswood Campus, Kingswood NSW 2747, Australia",western sydney solar team,-33.768909,150.7290854,-33.76751007010728,150.7306314298927,-33.77020972989273,150.7279317701072,5.0,True,-1,-1,113,-1,western sydney university
"718 W Yelm Ave STE 3, Yelm, WA 985978764, United States",mackenzie wood,46.94720179999999,-122.6155284,46.94853277989272,-122.6142003701073,46.94583312010727,-122.6169000298927,0.0,,-1,-1,-1,-1,wood mackenzie
"2009 Baltimore Ave, Kansas City, MO 64108, United States",voices and models llc.,39.0887024,-94.5847335,39.09005352989272,-94.58342692010729,39.08735387010728,-94.58612657989272,5.0,,-1,-1,-1,23,voices for model
"491 Kent St, Sydney NSW 2000, Australia",nsw irrigators council ltd.,-33.8734244,151.2049084,-33.87209777010728,151.2063758298927,-33.87479742989272,151.2036761701073,0.0,True,-1,-1,30,-1,the nsw irrigators council
"Level 2/53 Blackall St, Barton ACT 2600, Australia",regional australia institute,-35.30855469999999,149.1361764,-35.30710267010728,149.1375429298927,-35.30980232989272,149.1348432701073,5.0,True,-1,-1,41,-1,the regional australia institute
"124 La Trobe St, Melbourne VIC 3004, Australia","rmit school of property, construction and project management",-37.8085789,144.9637649,-37.80730277010727,144.9649762298927,-37.81000242989272,144.9622765701073,0.0,True,-1,-1,37,-1,school of property construction and project management
"12/460 Bourke St, Melbourne VIC 3000, Australia",australian housing and urban research institute,-37.8148622,144.960022,-37.81364182010727,144.9614321298927,-37.81634147989272,144.9587324701072,5.0,True,-1,-1,38,-1,the australian housing and urban research institute
"11 Lancaster Pl, Australian Capital Territory 2609, Australia",australian research council,-35.2985384,149.186552,-35.29718327010727,149.1880060798927,-35.29988292989271,149.1853064201073,5.0,True,-1,-1,17,-1,the australian research council
"15/1 Collins St, Melbourne VIC 3000, Australia",lord mayor's charitable foundation,-37.8137283,144.9737605,-37.81224877010727,144.9750502798927,-37.81494842989272,144.9723506201073,4.6,True,-1,-1,37,-1,the lord mayor s charitable foundation
"Curtin University, Building, 220 Brand Dr, Bentley WA 6102, Australia",future battery industries crc ltd,-32.0106069,115.8938433,-32.00917702010728,115.8951182798928,-32.01187667989272,115.8924186201073,5.0,True,-1,-1,60,-1,the future battery industries co operative research centre
"16 Marcus Clarke St, Canberra ACT 2601, Australia",nhmrc - national health and medical research council,-35.2823156,149.1241392,-35.28092522010728,149.1254907298927,-35.28362487989272,149.1227910701073,5.0,True,-1,-1,40,-1,the national health and medical research council
"Stockdale &, Calloway Dr, Bakersfield, CA 93311, United States",westpac,35.3532259,-119.1146821,35.35457572989272,-119.1133322701073,35.35187607010728,-119.1160319298927,5.0,True,-1,-1,-1,-1,westpac
"Level 19/91 King William St, Adelaide SA 5000, Australia",westpac agribusiness,-34.9248157,138.5986058,-34.92329532010727,138.6000588798927,-34.92599497989272,138.5973592201073,0.0,,29,-1,47,38,westpac agribusiness
"62 Kelvin Street, Invercargill, Southland 9810, New Zealand",westpac invercargill,-46.40944349999999,168.3504236,-46.40804122010727,168.3518642298927,-46.41074087989271,168.3491645701073,3.2,True,-1,-1,-1,-1,westminster council
"2 Shenton Way, Singapore 068804",sgxlink,1.2798474,103.8501006,1.281232779892722,103.8513914298927,1.278533120107278,103.8486917701073,4.7,,-1,-1,-1,-1,sealink
"103 Whitelaw Rd, Carrickalinga SA 5204, Australia",the forktree project,-35.4097389,138.3688256,-35.40839002010728,138.3703281798927,-35.41108967989273,138.3676285201072,0.0,,-1,-1,40,31,the forktree project
"96 Harbours Rd, Yendon VIC 3352, Australia",southern australian meat research council,-37.6440916,143.9743689,-37.64277567010728,143.9759774798927,-37.64547532989272,143.9732778201073,0.0,,-1,-1,33,-1,southern australia livestock research council
"710 Hunter St, Newcastle West NSW 2300, Australia",newcastle herald,-32.9260705,151.7625964,-32.92491437010728,151.7639251298927,-32.92761402989272,151.7612254701073,4.3,True,-1,-1,40,-1,newcastle herald
"Yallah Bay Rd, Yallah NSW 2530, Australia",tallawarra power station,-34.5224899,150.8082317,-34.52109372010728,150.8098607798927,-34.52379337989272,150.8071611201073,3.3,,-1,-1,32,-1,tallawarra b power
"23 Marcus Clarke St, Canberra ACT 2601, Australia",australian competition & consumer commission,-35.2842448,149.1247238,-35.28290502010728,149.1262042298927,-35.28560467989272,149.1235045701073,5.0,True,-1,-1,40,-1,australian competition and consumer commission
"700 5th Ave #2000, Seattle, WA 98104, United States",seattle department of construction & inspections,47.6049795,-122.3294877,47.60625402989272,-122.3282527201073,47.60355437010728,-122.3309523798927,2.1,False,-1,-1,-1,-1,the department of communications
"15 Broadway, Ultimo NSW 2007, Australia","uts faculty of design, architecture and building",-33.8835279,151.2008148,-33.88247987010728,151.2021729798927,-33.88517952989272,151.1994733201073,4.0,,-1,-1,30,-1,the university of adelaide landscape architecture
"Carmichael House, 4 Brunswick St N, Dublin, D07 RHA8, Ireland",carmichael,53.3509497,-6.2753016,53.35221872989272,-6.273948970107278,53.34951907010728,-6.276648629892723,4.5,False,-1,-1,-1,-1,michells
"325 9th Ave, Seattle, WA 98104, United States","dr. joshua a. sonnen, md",47.6039359,-122.3239146,47.60567707989272,-122.3226407701073,47.60297742010728,-122.3253404298927,0.0,,-1,-1,-1,-1,royal women s and
"8644 Broadacres Rd NE, Aurora, OR 97002, United States",sonnen farm,45.189285,-122.885086,45.19130367989273,-122.8835500201073,45.18860402010728,-122.8862496798927,4.8,True,-1,-1,-1,-1,sonnen
"12206 Juanita Dr NE, Kirkland, WA 98034, United States",shell,47.7096738,-122.23775,47.71114797989271,-122.2365794701072,47.70844832010727,-122.2392791298927,3.7,,-1,-1,-1,-1,shell
"18115 Campus Way NE, Bothell, WA 98011, United States",university of washington bothell,47.7589719,-122.190707,47.76034072989272,-122.1891560701072,47.75764107010728,-122.1918557298927,4.2,,-1,-1,-1,-1,university of newcastle
"Pengarah Jabatan Perancang Negeri, Jabatan Ketua Menteri Tingkat 6 & 7, Wisma Bapa Malaysia, 93502, Kuching, Sarawak, Malaysia",state planning unit,1.530976,110.3442199,1.532320379892722,110.3456378798927,1.529620720107278,110.3429382201073,0.0,,-1,-1,-1,109,the state planning authority
"Tingkat 14, Wisma Bapa Malaysia, Jalan Semarak, Petra Jaya, Sarawak, 93502 Kuching, Malaysia",sarawak planning unit,1.5651567,110.3189819,1.566404829892722,110.3202979798927,1.563705170107278,110.3175983201073,0.0,,-1,-1,-1,60,sea training unit
"50 Flinders St, Adelaide SA 5000, Australia",state commission assessment panel (scap),-34.9267094,138.6023852,-34.92544632010728,138.6036169298927,-34.92814597989272,138.6009172701073,0.0,True,16,-1,34,25,the state commission assessment panel scap
"684 Segenhoe Rd, Scone NSW 2337, Australia",vinery stud pty ltd,-32.1060569,150.9314123,-32.10470697010728,150.9327527798927,-32.10740662989273,150.9300531201073,4.7,True,-1,-1,33,-1,vinery stud
"3/159 William St, Brisbane City QLD 4000, Australia",the star entertainment group,-27.4726583,153.0238232,-27.47127587010728,153.0252115298927,-27.47397552989272,153.0225118701073,4.3,True,-1,-1,42,-1,skycity entertainment group
"93 S Jackson St, Seattle, WA 98104, United States",virgin air,47.5991094,-122.3351668,47.60046332989272,-122.3338169701073,47.59776367010728,-122.3365166298928,0.0,,-1,-1,-1,-1,virgin
"13/40 Mount St, North Sydney NSW 2060, Australia",coca-cola amatil,-33.8384394,151.2056085,-33.83718272010728,151.2070921798927,-33.83988237989272,151.2043925201073,4.0,True,-1,-1,39,-1,the coca cola amatil board
"1702/1 Bligh St, Sydney NSW 2000, Australia",clean energy finance corporation,-33.8647229,151.2108961,-33.86341012010728,151.2123173298927,-33.86610977989272,151.2096176701073,5.0,True,-1,-1,34,-1,clean energy finance corporation
"14622 SE Sunnyside Rd, Clackamas, OR 97015, United States",the australian meat pie company,45.4239477,-122.5129076,45.42529762989272,-122.5115770201073,45.42259797010728,-122.5142766798927,3.8,,-1,-1,-1,-1,the australian operations of food company
"720 8th Ave S, Seattle, WA 98104, United States",international district medical and dental clinic (ichs) - international community health services,47.5961429,-122.3219408,47.59756242989272,-122.3208447701073,47.59486277010728,-122.3235444298927,3.9,True,-1,-1,-1,-1,national geographic monocle and archaeology magazines
"Naracoorte Lucindale, SA, Australia",naracoorte lucindale,-36.9349271,140.5135589,-36.6689089,140.9716973,-37.3218785,140.0838427,,,-1,-1,26,22,naracoorte lucindale council
"132 Kirkland Ave, Kirkland, WA 98033, United States",union bank,47.6756543,-122.2052155,47.67698522989272,-122.2038577701073,47.67428557010728,-122.2065574298928,3.0,True,-1,-1,-1,-1,ing bank
"Pollen House, Pollen House, 3rd Floor, 10-12 Cork St, London W1S 3NP, United Kingdom",woodside,51.5101877,-0.1414688,51.51151142989272,-0.1400606201072778,51.50881177010727,-0.1427602798927222,0.0,False,-1,-1,-1,-1,woodside
"Woodside SA 5244, Australia",woodside,-34.9530018,138.8750778,-34.9148957,138.9713409,-34.9931752,138.8380155,,,-1,-1,18,9,woodside
"50 Burnside Rd W, Victoria, BC V9A 1B5, Canada","randall garrison, member of parliament",48.4503369,-123.3859941,48.45170237989272,-123.3846137701073,48.44900272010728,-123.3873134298927,3.9,,-1,-1,-1,-1,the upper house of parliament
"Australia Centre, Strand, London WC2B 4LG, United Kingdom",australia-united kingdom chamber of commerce,51.5129737,-0.1157518,51.51430247989272,-0.11406635,51.51160282010728,-0.11677335,5.0,False,-1,-1,0,-1,the australia united kingdom chamber of commerce
"201 16th Ave E, Seattle, WA 98112, United States",group health cooperative/central hospital,47.6195867,-122.3124715,47.62093727989272,-122.3112552201073,47.61823762010728,-122.3139548798927,5.0,,-1,-1,-1,-1,greenslopes private hospital
"205 Port Rd, Hindmarsh SA 5007, Australia",oÃ¢ÂÂdonohue group,-34.9043662,138.5715979,-34.90312837010728,138.5728397798927,-34.90582802989272,138.5701401201073,3.7,,-1,-1,32,23,nous group
"Chem. de Bellerive 23, 1007 Lausanne, Switzerland",imd business school,46.51021859999999,6.6207417,46.51170982989272,6.622971299999999,46.50901017010728,6.619998500000001,4.3,,-1,-1,-1,31,unisa business school
"Torenallee 20, 5617 BC Eindhoven, Netherlands",turnaround powerhouse,51.4453433,5.460177,51.44682662989273,5.461645779892721,51.44412697010728,5.458946120107277,0.0,,-1,-1,-1,-1,the lower house
